user_id,item_list
61,551 676 126 8463 2585 8466 537 555 626 4574
62,126 676 3100 2361 2363 1910 677 14985 15344 445
63,23 537 812 450 22 446 385 337 124 581
64,854 19861 567 629 14515 21458 16801 568 8215 21
65,385 773 938 626 1994 4102 936 24 4480 546
66,23 29 20 35 25 560 436 271 521 56
67,2256 100 828 1733 239 2419 2002 2305 109 2257
68,21 22 448 731 271 13988 58 1691 396 60
69,626 1039 826 154 153 537 773 909 775 543
70,352 2472 4297 93 2371 615 678 773 778 2281
71,15992 18919 450 25 909 1628 668 457 458 126
72,393 337 271 53 55 272 23 270 536 395
73,11621 21420 15304 6138 10376 9829 17415 17449 11678 14490
74,29 21 60 56 22 23 61 1004 396 1068
75,56 2399 1038 20 7152 23 25 22 124 448
76,1154 126 121 448 773 117 95 4592 1266 667
77,7890 4001 955 607 17663 16263 4617 21685 949 18639
78,60 62 1068 53 124 596 557 54 269 395
79,629 2114 77 84 121 2104 65 95 2109 5668
80,71 124 2112 67 80 22 68 1606 353 2588
81,29 1091 530 21 493 575 579 20 576 1486
82,543 1109 385 938 773 541 683 775 554 936
83,1154 1263 581 446 810 964 667 247 676 453
84,486 22 917 2010 498 56 676 678 471 25
85,53 1928 704 387 1870 2053 23 1869 56 61
86,77 2106 64 2111 2587 27 67 385 4329 68
87,22 2759 771 21 261 353 25 124 1326 12585
88,53 1606 1553 25 124 1108 22 348 537 909
89,432 21 12051 352 447 1648 7876 1534 21643 106
90,450 446 394 1263 426 448 62 1266 271 1068
91,15344 22560 4380 3709 22561 3716 207 19820 5770 14738
92,1480 312 298 7240 15454 310 10221 8819 1128 16085
93,3197 99 1308 1529 915 6187 828 1311 121 105
94,1861 1640 1653 1677 1642 18557 1607 16458 4998 1681
95,22 22782 21 932 60 352 1870 772 20 968
96,22 1266 1263 25 2535 348 672 810 121 56
97,5413 6203 5417 19458 1154 3700 21 5384 15247 5385
98,21 124 676 1048 3816 126 25 23 677 353
99,541 773 826 153 155 1108 1039 993 124 543
100,555 826 537 993 995 153 938 1039 936 994
101,61 270 60 1748 596 55 1263 2064 272 394
102,544 18557 21 1835 16458 28 4998 22 1023 29
103,14460 16887 106 673 126 97 1616 391 675 102
104,126 2525 1311 121 2717 827 1693 455 8335 17714
105,704 2057 5070 1869 4577 5938 1873 3391 1865 2792
106,21 53 22 5140 7703 61 10855 883 21391 15212
107,126 29 1308 704 17880 95 113 3436 13463 677
108,1213 1502 836 3992 2694 692 2023 2105 58 13423
109,23 22 557 817 348 27 25 1023 207 347
110,632 469 3499 4757 3497 846 20 1616 13751 686
111,15344 22754 22528 394 14738 22280 7385 22980 62 16125
112,9209 21474 81 121 126 25 124 22 10706 5321
113,56 932 21 271 393 60 23 54 61 62
114,356 364 121 216 10353 126 80 344 465 2335
115,6202 9587 19404 14757 7159 7240 7193 1648 14524 1263
116,2112 21 22672 3846 348 20 68 67 25 678
117,557 818 1901 450 21 20 667 841 24 448
118,1263 1266 446 812 207 453 448 1630 1320 121
119,828 831 1849 759 1263 450 1832 1532 2147 166
120,29 207 448 20 450 21 519 453 1263 1714
121,385 537 995 773 1108 775 938 15254 124 10618
122,10221 11044 12114 7864 18001 16713 14809 15978 17075 22441
123,356 364 453 20532 448 450 455 668 667 14378
124,17521 576 16887 2148 731 579 512 678 6 1106
125,683 672 448 1266 450 266 581 1574 121 93
126,21319 6494 1979 2535 8335 17714 4104 1305 23 448
127,771 763 29 21 22 521 25 6695 8335 3653
128,22 680 20 353 56 676 269 261 145 492
129,20104 53 4335 77 1186 83 393 73 2845 1151
130,1327 1216 1859 1212 1514 5070 21 20 22 1091
131,8819 22441 14809 15454 6712 18939 22443 22631 18001 16713
132,22 426 446 271 1263 1266 53 124 23 581
133,126 773 676 775 677 344 9733 342 98 626
134,29 818 684 683 20 22 15672 11660 358 1297
135,453 446 53 448 426 450 387 349 1263 457
136,2410 5642 4220 3244 1869 22427 4852 7016 1919 2047
137,80 20553 20352 2106 64 2111 750 629 84 5
138,21 1327 179 20 678 750 107 778 93 353
139,56 58 25 348 393 22 272 450 396 353
140,20 557 23 124 29 56 24 436 841 1023
141,21 53 731 455 448 270 1648 25 17237 2153
142,3816 8568 10595 25 10596 22 23 53 29 10597
143,450 1266 426 1263 448 813 581 1264 458 271
144,18919 17178 14524 22542 22 2998 10983 22435 683 22402
145,71 2104 4334 3994 2107 3989 566 629 2106 1630
146,20422 21 557 817 667 10983 450 29 458 22
147,2105 2588 2587 22843 11202 3999 360 2106 6910 1511
148,1311 751 617 1620 498 827 521 676 486 679
149,2586 53 1752 938 24 75 2107 2104 336 27
150,7864 15454 18001 6712 22631 12114 15441 14172 5858 6702
151,272 124 62 25 348 22 56 771 20 395
152,11660 4341 2086 16516 4333 10177 22844 14715 9864 19370
153,6494 29 17178 272 762 450 771 18919 395 56
154,358 356 207 672 1628 121 1151 4920 684 4603
155,20 21 432 762 916 261 1911 613 667 124
156,22370 126 121 207 752 617 22414 21 8438 2347
157,271 337 54 396 932 358 1068 29 572 60
158,22 21 1327 919 1449 336 53 2592 5046 335
159,24 21 28 1196 348 1064 23 468 124 19672
160,683 1300 4104 1301 12051 2559 1504 555 1305 1302
161,23 62 58 53 396 55 271 61 54 598
162,917 12114 11044 17075 22443 16713 15454 6712 21 1911
163,683 121 11660 2108 16516 3246 2105 676 3356 9733
164,21 106 3453 2077 673 1307 277 831 611 1995
165,2494 828 109 750 21 1532 1108 169 2488 541
166,29 337 22 56 21 521 20 61 394 124
167,25 80 21 929 68 207 767 23 768 3596
168,58 272 25 393 60 208 395 20 56 394
169,71 21 22 2106 353 2111 372 23 64 84
170,23 1216 28 544 21 1514 1859 537 5070 347
171,2117 1967 16505 4510 3021 18413 13609 10867 3169 20019
172,29 21 5068 20 5069 130 1645 1004 5070 1654
173,25 348 469 1752 56 77 61 268 436 22
174,667 2047 2413 448 2054 22427 457 126 20422 1648
175,61 1068 270 55 62 2592 268 1263 335 16713
176,1327 917 916 22 2111 919 20 1263 80 771
177,106 97 130 18557 673 391 102 450 16887 1534
178,3987 4892 4890 25 264 1557 58 4891 560 28
179,916 22 1911 613 21 4073 919 130 1038 1048
180,450 1263 426 581 813 812 814 453 102 127
181,23 21 271 29 272 62 25 353 22 560
182,932 62 58 272 60 1068 2395 772 208 393
183,23 353 124 270 56 521 4214 25 348 841
184,53 387 336 2963 61 1449 598 2064 1752 2592
185,124 56 436 25 393 60 771 270 61 208
186,448 446 581 426 1266 453 814 2172 2388 3952
187,355 357 356 358 551 885 1653 888 126 6
188,486 504 93 498 471 2010 445 2534 2003 492
189,61 598 270 60 393 396 23 21 387 268
190,239 1535 2494 2743 5735 1189 97 107 5870 1621
191,492 778 2148 504 486 471 1308 679 494 499
192,555 18364 14189 453 22478 56 826 626 61 21
194,2106 75 2586 2107 80 68 71 2119 629 521
195,17972 684 15131 671 16030 20 450 683 352 521
196,80 854 566 67 2112 15780 568 2333 64 68
197,1299 1374 6506 22469 1301 14258 4380 9672 126 14985
198,426 813 1266 446 450 810 811 1152 1320 1195
199,23 62 270 20 272 771 269 348 450 53
201,121 917 916 778 672 21 22 179 677 613
202,446 1320 1195 1265 2276 812 1193 1547 11621 7013
203,5644 8167 751 8168 752 5646 5614 1632 1630 1969
204,10221 12114 22441 7864 21818 8819 22403 18939 11044 22631
205,581 1266 453 17178 450 446 814 813 1320 21
206,22 353 2399 541 23 20 1835 436 19705 1326
207,176 353 20 613 3397 175 347 179 23 25
208,20 21 10283 1002 4631 20532 124 21759 2250 29
209,1214 22 1216 545 1212 5070 676 4577 3391 23
210,7632 16682 15131 29 13063 20422 20 14524 22542 457
211,71 3991 26 21 25 2106 77 2105 2111 64
212,22 23 396 393 271 56 394 60 61 598
213,58 271 56 772 272 61 519 53 269 536
214,77 71 629 854 2106 2107 2586 83 4334 2111
215,22844 22617 113 84 883 95 9209 1628 672 11660
216,23 21 107 500 499 576 6 149 6887 1534
217,1154 1501 1498 692 1502 3246 455 1691 1703 130
218,1023 124 20 23 499 2023 93 828 917 2148
219,21980 17536 3505 14369 2391 21 21509 106 19571 15054
220,6986 23279 15568 14138 21380 14495 1745 11333 3110 16024
221,270 56 22 149 2494 16887 58 968 54 499
222,337 55 56 21 772 20 23 58 60 15582
223,448 1378 453 1299 1266 1263 1771 452 2998 731
224,629 64 2111 949 2109 5928 4614 2112 955 12569
225,450 1327 2581 22 421 20422 14524 2436 581 811
226,1376 1779 1372 1758 1653 355 1378 1642 4490 4032
227,450 448 446 1263 453 665 426 814 1691 6874
228,269 56 6665 1573 55 458 521 60 53 968
229,1302 1372 22752 79 126 64 356 121 22415 1299
230,547 2365 2361 22 364 2362 29 672 358 708
231,6186 5884 8911 22139 6874 20372 14916 13988 551 868
232,498 495 471 121 93 126 448 2010 2148 487
233,450 272 1194 20422 62 426 458 14805 1266 393
234,124 9278 620 627 22 27 23 348 353 2933
235,1048 4073 29 20 1038 1914 921 771 2057 14793
236,3343 17505 557 20 124 21 25 23 450 2722
237,22 29 23 25 1835 124 4464 208 560 27
238,124 22 521 21 353 2742 964 372 3037 351
239,3539 21319 17178 6186 22414 22370 18854 271 9323 22402
240,826 458 1266 21 385 153 155 668 25 14524
241,8875 22 207 25 6494 348 15131 270 436 53
242,855 1448 19 576 496 14412 3469 3169 1222 53
243,629 67 75 713 2119 56 68 71 885 4341
244,352 521 58 1898 28 21 25 22 16454 3063
245,581 52 20422 1263 2276 2998 349 445 14715 11855
246,771 337 15344 4380 22 58 62 14651 21 3709
247,21 53 626 684 555 2444 773 468 25 537
248,492 93 567 3358 497 2108 3357 498 566 61
249,541 154 773 555 826 385 153 2397 155 775
250,11904 2108 7371 14907 3355 2105 81 3358 855 3357
251,1308 751 1327 617 498 1501 99 1213 495 686
252,25 22 23 56 7706 348 124 27 16887 352
253,1263 453 10158 5677 1266 27 20422 446 21 667
254,581 426 773 23 775 537 1264 21 458 25
255,1953 337 23 2992 1954 4013 28 3291 347 537
256,16626 5070 3391 17136 9672 697 6506 2792 5069 17193
257,1263 937 453 446 1648 942 2916 1266 55 20422
258,23 124 22 353 56 385 537 345 209 61
259,2037 121 5190 1194 4574 1264 1198 17900 12901 20216
260,555 826 626 23 909 61 387 1108 25 453
261,2112 883 2494 567 68 67 9209 2256 9463 2588
262,68 885 71 364 11390 5187 80 126 2119 2112
263,67 1616 2119 676 672 1619 677 629 1626 1629
264,21 23 22 25 1835 348 27 20 353 207
265,1222 426 581 1152 446 5697 1266 10855 1666 1188
266,21 121 53 22 672 387 1308 9733 23 99
267,23 53 387 270 58 348 393 207 596 61
268,1911 21 22 23 353 1299 1374 20 25 1048
269,1263 20422 18139 2998 10010 14524 8445 11855 19112 814
270,21 22 23 353 436 53 61 60 207 55
271,56 61 396 55 1068 1449 596 23 336 58
272,6494 22370 22782 22542 20422 18484 22414 8438 17178 22402
273,2254 2253 1787 897 1004 2252 426 811 349 813
274,1628 450 1154 581 9733 426 126 1222 1188 1320
275,453 124 121 446 426 457 581 1628 29 812
276,763 22 126 21 1004 676 124 20 677 396
277,355 521 4342 1898 352 771 356 358 683 20
278,1263 704 426 581 1870 667 1869 811 1648 1873
279,771 21 20 124 1004 572 353 208 23 520
280,6494 541 22402 56 826 1039 8875 21319 2111 626
281,16682 16030 1444 426 20422 13988 22542 349 2535 2998
282,53 25 60 61 21 270 58 7309 396 1795
283,1023 261 917 22 21 29 2992 124 1953 1911
284,1266 450 22 1263 679 1665 199 426 130 21
285,22 23 581 1311 445 448 446 1266 1648 426
286,1263 446 813 56 450 810 23 422 537 121
287,124 20 448 1263 771 270 348 53 271 13988
288,19690 14651 4380 3709 23112 3716 19620 14738 22561 3529
289,99 109 1308 750 1532 17237 100 499 1832 2148
290,23 60 396 21 557 598 25 20 596 55
291,6494 121 448 426 22435 343 14524 14805 52 13988
292,22 20 71 29 348 2586 1501 1213 2107 207
293,29 22 312 271 25 23 1327 58 771 15454
294,11100 731 2263 1308 672 132 497 1691 109 1263
295,21 771 22472 58 20 271 179 56 613 269
296,455 731 3311 2203 4574 8574 17237 448 148 2216
297,332 3876 4065 3873 3877 1835 3871 3872 13400 1546
298,207 53 56 348 1449 393 1748 23 596 270
299,21 22 126 672 95 1297 1779 1374 14686 677
300,453 17178 2998 14805 22402 22542 22435 10983 13988 11855
301,771 80 71 22 450 124 64 2114 20 23
302,1561 13463 17694 6597 1562 21 29 1558 771 1632
303,445 2023 5884 524 1835 8911 22139 1648 130 21
304,393 272 396 55 54 29 22 124 426 436
305,358 393 25 20 1746 352 174 22 2497 521
306,7876 7349 22193 23 7092 1967 56 10791 10789 22
307,499 2148 93 678 19647 7 504 486 107 2147
308,396 596 23 20 1748 124 25 58 536 62
309,916 1048 4036 4073 919 1630 7588 1631 1634 613
310,43 39 124 537 1038 25 41 22 23 438
311,7864 22441 16713 750 3453 22443 6712 1307 18939 11044
312,21 353 25 29 1327 436 771 547 126 23
313,15454 12114 11044 22631 21818 15441 17531 20947 16204 14172
314,22 544 919 4036 1048 21 613 1038 316 4073
315,126 7613 2532 828 356 1653 208 1984 16263 128
316,917 9209 916 667 450 5046 448 453 458 20532
317,771 22 21 271 62 2426 261 272 124 208
318,8470 23006 566 22907 22345 91 567 58 75 629
319,7864 10221 14809 9791 8819 17764 12114 21818 6702 22443
320,6494 22403 7864 14809 1188 1263 16713 6712 1158 1265
321,1263 453 448 581 814 426 813 812 458 1264
322,21 25 10109 432 56 672 14460 909 393 20
323,11621 10225 8471 3898 14985 15088 4793 9938 21051 3709
324,21 271 56 348 22 772 269 337 771 272
325,450 117 672 342 4753 677 20 98 731 126
326,2173 22 1835 124 29 455 20 25 23 812
327,21319 6494 22542 13988 14805 10983 667 11761 16380 22435
328,23 22 12460 19609 124 29 20 22146 11728 23977
329,335 2281 53 1752 1746 144 4297 55 986 141
330,124 773 541 23 775 551 673 130 348 468
331,22 20 23 1691 56 452 1648 124 25 22542
332,1634 1071 964 1506 448 1263 446 453 11665 1648
333,93 22864 750 12932 5 129 11330 2010 759 17340
334,2046 1645 1654 2044 2056 1665 3525 2055 56 1919
335,448 453 446 20422 1266 810 21 426 2998 813
336,18484 432 13063 771 1648 19112 455 613 457 22
337,544 20 1327 22 676 23 174 29 126 557
338,7632 448 1630 22782 2347 3987 11855 1631 2346 22435
339,21 20 53 124 11580 9623 25 23294 29 521
340,16713 22403 20422 13063 6702 10221 1311 12114 8819 14809
341,20 23 56 771 436 270 888 613 347 841
342,22782 18484 450 20422 16380 13063 11761 14524 19112 22542
343,22472 102 16887 126 149 496 673 12509 22782 391
344,21 124 337 20 58 208 572 353 62 271
345,448 126 1308 4380 813 1154 421 17327 18827 22527
346,22 23 942 25 2581 124 29 4297 207 12236
347,3711 5735 2494 109 750 100 79 516 14710 22
348,21 20 269 270 53 29 353 124 58 352
349,29 130 102 16713 9791 6702 22 6 17531 16672
350,22 763 25 20 124 676 432 680 762 1782
351,551 21 20 2023 537 937 541 1835 6320 1108
352,1266 453 581 448 813 53 1264 1648 270 1068
353,29 771 1327 672 421 124 20 121 23 385
354,20 353 58 771 56 207 348 396 393 1024
355,1263 20422 14524 2998 448 3539 6339 312 11855 861
356,1962 3882 247 3276 15792 810 3543 1136 1222 3542
357,890 121 889 113 645 1617 676 95 5884 60
358,208 288 3063 810 247 310 413 17486 20886 791
359,58 62 208 21 23 348 1068 395 28 56
360,8319 4559 22560 3709 19690 932 2824 352 14985 4380
361,929 768 1022 767 1216 450 2112 769 1214 1212
362,23 22 353 56 347 15141 436 348 53 20
363,448 446 426 14651 581 349 450 1266 15344 19690
364,58 272 62 269 1616 109 772 1314 750 395
365,6469 358 393 14258 2059 1305 53 364 17193 4511
366,541 25 271 154 7864 826 775 18939 22441 22443
367,2472 1628 126 16887 773 936 627 113 1621 678
368,58 21 271 56 337 60 396 23 54 20
369,2103 5668 678 25 2148 23 124 5672 14651 93
370,20 23 673 25 5735 453 1266 1263 106 2494
371,20 2057 25 23 1607 22 56 1327 124 1068
372,358 2105 11320 1590 364 20104 2106 81 774 1499
373,678 2148 93 750 1311 121 1308 498 19647 486
374,23 396 124 598 55 387 432 353 916 436
375,2759 5938 1870 21 1865 498 1869 672 2058 494
376,2494 828 2488 3711 1532 4480 2124 1306 5 20768
377,35 1220 2966 13063 16263 13751 453 1557 18484 458
378,432 21 20 29 345 572 2317 271 124 521
379,21 352 53 335 270 269 1752 2281 544 3038
380,683 1856 693 2714 688 5508 12999 2559 20865 2496
381,446 813 426 3311 581 811 1263 99 810 2479
382,21 771 22 917 964 12907 916 58 1326 773
383,581 448 813 812 1266 814 453 22472 667 458
384,335 1752 56 268 1449 61 2064 598 23 25
385,450 56 22 352 21 1263 270 668 113 458
386,3539 58 773 326 21319 25 21 124 56 28
387,21 771 23 3988 348 1994 102 20 207 58
388,21 22 23 269 60 61 58 450 387 393
389,13988 448 1266 20 25 446 450 672 121 613
390,951 2112 2119 5928 4617 12306 10867 3998 67 21397
391,20667 1529 22 22653 56 1795 7807 7533 372 13073
392,124 20 25 270 58 271 29 436 62 632
393,22 21 60 348 214 270 10353 951 8242 29
394,68 2119 629 922 448 823 14425 9389 458 2112
395,426 1263 813 446 810 811 458 19672 1198 1193
396,58 56 271 124 25 1263 453 35 27 208
397,448 1263 56 813 731 458 58 581 814 455
398,4073 771 58 62 22 208 672 271 964 20
399,421 22 23 348 1038 1671 1574 1573 353 347
400,22 916 426 450 121 557 613 446 3745 35
401,29 450 20420 22 21 121 4464 126 917 20372
402,10221 22403 14809 8819 11044 18939 12114 18001 16713 15978
403,13063 1691 1616 731 1648 672 676 677 25 448
404,5 56 147 100 759 750 1068 393 61 62
405,4920 731 53 21 29 58 426 2147 1222 1849
406,432 271 932 62 124 60 29 269 272 21
407,73 102 358 10221 15454 356 2254 9791 16713 2252
408,1672 6665 18209 14353 2438 1212 1216 1597 6664 2920
409,4036 21 271 4072 23 208 29 4684 1048 348
410,557 1327 672 20 10983 684 121 695 1573 939
411,2111 71 67 64 2112 80 2119 2109 450 75
412,56 803 1648 455 270 3993 772 393 1068 394
413,1214 1212 5938 4577 5070 22 1870 5069 5068 3391
415,1911 179 177 2399 176 1607 25 23 3502 5891
416,126 355 10109 22370 2278 2086 95 683 22414 7205
417,29 394 55 58 393 396 450 22 772 270
418,23 21 124 60 56 53 396 353 348 1068
419,21 22 23 27 13472 348 22612 22585 22614 15711
420,56 393 394 61 54 207 21 348 124 269
421,3539 13063 9599 18484 17178 2147 14647 19153 5771 22542
422,917 2436 22838 2410 771 4852 8067 450 353 672
423,19705 355 60 2278 61 4342 27 396 23 56
424,23 396 56 60 393 672 124 909 53 22
425,446 426 18854 2039 812 13063 11855 9323 422 1263
426,71 84 629 73 2106 2105 2104 2111 67 68
427,336 268 1649 56 1449 61 387 1752 2064 19112
428,126 22 35 358 676 356 21 113 677 1220
429,21 22 23 1977 353 1975 1972 56 1974 25
430,2119 2112 71 2106 64 2587 955 13035 949 2110
431,23 25 468 27 124 22 1108 56 28 436
432,771 21 22 22443 58 17075 23 22631 521 8819
433,80 2106 64 21685 2111 2856 629 84 11341 75
434,20 557 23 353 29 11887 25 436 56 14715
435,356 19705 364 357 622 355 885 1802 220 890
436,925 53 909 1108 705 927 56 23 393 995
437,271 22 62 261 54 270 60 547 29 269
438,394 1068 337 54 61 270 2106 53 596 23
439,71 2584 2713 2111 2112 56 629 5600 2588 2106
440,426 5420 5136 581 812 446 450 5422 5424 1146
441,1911 1038 22 921 4036 1914 4073 613 14793 4513
442,773 775 1806 555 826 551 1108 23 993 347
443,79 1561 17880 80 71 13463 1558 8859 14897 17694
444,272 62 572 29 208 23 124 56 448 450
445,1311 672 121 22415 677 1154 117 450 95 15284
446,763 771 450 1004 22 29 919 20 897 1911
447,814 2035 1317 56 5190 3719 803 19672 812 1550
448,541 826 1039 626 20 21 5 155 432 153
449,6187 2488 1327 7813 21 3412 680 12118 521 22
450,95 17506 2713 22415 2358 72 2112 121 126 71
451,3638 424 1311 3876 11855 827 3872 22 4342 20
452,581 446 1266 453 22 1023 421 1327 2023 1264
453,20422 1263 14524 1649 11855 2998 19112 812 6339 1264
454,394 60 468 55 56 772 1068 1300 393 62
455,352 56 269 22 271 60 1746 2485 20 7293
456,56 393 60 1263 457 20422 2263 396 458 55
457,1311 828 121 1308 20 1618 126 677 352 100
458,15131 17972 23 25 16682 56 53 541 348 366
459,100 1532 828 109 169 160 831 2494 3711 2553
460,25 124 436 353 29 348 1835 1326 209 208
461,672 121 22 915 20 95 21838 2084 149 19
462,23 37 124 25 269 353 53 436 29 421
463,7864 22403 8819 18001 22443 22631 6712 15978 17075 15711
464,676 22 21 126 1617 99 352 20 498 1628
465,2106 75 629 2107 4334 73 2444 2111 2112 2586
466,557 683 121 21 22 672 841 23 436 8944
467,581 52 1628 95 1266 4574 1263 25 113 704
468,763 448 771 29 266 9235 23 2998 393 547
469,1610 1108 61 561 347 995 1109 543 909 993
470,1154 1263 813 115 1266 1616 95 1153 1147 450
471,124 23731 2965 353 2963 3158 22 9323 1855 9122
472,4104 1301 7309 2731 888 541 684 689 629 1553
473,2107 21 5938 544 2586 20 73 2056 951 71
474,684 8215 545 22612 22585 2494 6049 109 13659 239
475,774 22843 2086 9864 16516 126 2117 4997 8650 14050
476,4554 358 448 20422 672 364 14805 2998 458 450
477,56 421 60 387 352 1263 61 1068 450 271
478,581 1320 1196 810 812 8944 1193 29 1265 448
479,14916 6874 20420 6186 22966 21775 241 53 21 578
480,1499 771 21 22 20 9672 16626 207 22080 1004
481,21 521 21042 1898 22501 22 4793 11775 8037 1556
482,21 121 672 20958 449 448 2039 2263 23 555
483,446 458 814 1320 1195 812 1198 12916 14369 448
484,1449 16626 336 6506 6469 53 2535 2592 3314 22543
485,22370 28 14460 7569 25 264 348 8438 23 29
486,1151 16841 13619 8267 1628 16089 19887 7153 24 10771
487,1630 1632 126 684 358 359 1071 71 364 2350
488,2105 751 121 752 686 672 73 1498 750 1501
489,2139 8568 919 22 1136 566 1911 14793 5169 247
490,58 23 68 22 629 1909 56 385 272 2119
491,18484 1144 37 1632 1630 1071 39 541 2998 731
492,541 124 23 25 519 20 555 775 53 28
493,521 352 60 2576 2444 895 1556 1328 3474 126
494,2106 20104 80 3993 629 1631 2104 3988 2105 1213
495,16801 20989 17932 2108 11904 2105 7371 14907 3355 58
496,17531 16713 22631 15711 7864 21285 8819 9791 22760 15454
497,557 1216 3391 2792 4577 1514 817 21 1214 555
498,1080 21 20 926 898 1004 524 124 58 25
499,22 29 676 771 174 21 126 178 95 432
500,686 23 1501 2346 27 71 124 1308 773 345
501,124 22 22193 4146 10791 904 7876 23 10789 22717
502,537 23 1263 995 24 25 385 28 20422 366
503,21 22 9733 174 178 2427 2581 613 1220 314
504,2104 80 4334 71 73 77 22715 2107 629 2586
505,581 814 459 810 813 812 1266 1320 1552 16713
506,504 93 107 678 486 19647 448 2148 492 2494
507,22782 11761 21 14524 13063 348 23 28 25 20
508,1263 581 446 1327 813 1038 21 4073 458 811
509,336 387 60 1068 20360 348 1449 268 270 21
510,21 60 393 2276 546 56 23 62 2139 2998
511,3816 393 396 55 5529 56 596 21 394 337
512,38 4285 37 43 6320 3745 844 551 4284 814
513,3991 22 21 3993 2581 3989 3994 23 1194 731
514,71 925 2112 2106 67 68 927 64 75 1080
515,555 626 1039 154 773 153 385 537 1108 775
517,683 71 2347 465 2559 693 1214 68 4334 126
518,20 21 1856 551 909 2803 5508 124 344 342
519,826 775 155 1039 615 124 55 352 895 993
520,336 268 53 1752 1449 2064 2401 387 450 2592
521,16887 496 6 130 909 502 7029 102 149 457
522,95 113 676 1618 672 4574 115 22415 21 117
523,457 836 448 21 1898 2824 12051 56 2781 23
524,1068 396 58 772 352 268 521 394 596 751
525,432 56 751 25 124 23 22 752 53 20
526,557 126 95 21 672 677 1616 4574 113 20
527,20 21 4471 6887 21643 124 29 1495 813 1263
528,270 771 53 20 372 352 615 1834 60 58
529,23 121 124 20 1618 270 4574 53 917 28
530,2588 932 100 11250 750 60 394 2419 2479 2494
531,22370 18056 2444 3360 21 14460 53 2916 7569 22
532,56 270 61 1068 387 23 551 598 21 396
533,1311 426 581 2106 450 35 71 18484 84 813
534,2111 79 1807 629 67 2119 2105 77 2588 75
535,53 426 1263 22 446 25 1266 810 20 62
536,3539 21319 6494 18557 16458 4998 449 44 20422 448
537,93 2148 678 149 492 2494 496 1106 21343 500
538,29 771 71 20 56 25 124 567 348 453
539,521 20 269 21 56 60 2426 536 124 3155
540,22 771 20 1212 1327 1514 261 25 5070 124
541,3992 23 22 20 775 4998 942 5649 773 9278
542,1023 21 396 22 521 56 60 353 58 11665
543,56 60 53 396 61 23 55 20 932 385
544,22 21 455 448 547 56 2365 2363 353 1314
