user_id,item_list
139,25 58 56 450 348 393 22 270 448 269
140,20 557 29 23 124 56 24 436 520 841
141,2108 455 53 17237 21 684 731 1263 461 448
142,3816 8568 22 53 10597 10595 25 20 10598 1216
143,450 1263 1266 426 581 448 813 52 446 25
144,22 18919 453 17178 14524 20 22402 56 22542 10983
145,71 2104 3994 4334 2107 2106 3989 566 1630 629
146,667 20422 557 29 817 2263 771 207 10983 1266
147,2105 2588 2587 1511 22843 2106 11202 693 629 360
148,751 1311 617 1620 521 105 827 486 56 126
149,53 2586 2104 1752 336 938 2107 61 268 2592
150,7864 15454 6712 22631 18001 12114 15441 6702 14172 22760
151,62 124 25 272 22 56 348 269 771 20
152,11660 4333 2086 14715 445 16516 4341 21 22844 4572
153,6494 29 17178 762 450 771 56 208 448 25
154,358 356 207 121 684 672 1151 818 1327 14050
155,20 21 916 762 432 667 1911 261 4036 1326
156,22370 21 207 121 126 8438 617 22414 2347 22
157,271 396 54 29 932 337 273 1068 56 772
158,1327 336 1449 919 22 2592 916 335 53 5046
159,24 1196 21 23 348 468 17900 1064 25 1264
160,1301 683 1300 4104 1770 1305 12051 2559 1676 1302
161,58 62 53 23 55 54 271 61 396 598
162,21 16713 7864 15441 22 1911 14809 11044 13013 12114
163,683 11660 121 2108 3246 2110 2105 3356 11904 695
164,21 831 3453 130 2256 106 2077 1327 5 277
165,21 828 2494 541 1108 109 1849 2019 2488 5
166,29 22 337 56 20 21 55 124 62 521
167,25 80 767 21 20 23 22 29 2119 207
168,58 208 25 393 56 60 20 596 28 394
169,71 22 2106 21 8215 23 2111 353 25 84
170,23 544 1514 21 1859 25 28 347 17880 551
171,2117 1967 4333 3169 10177 21397 10730 15672 21 3021
172,29 21 20 5069 1645 5070 1654 1665 1004 5068
173,469 348 1752 61 436 25 268 77 56 3499
174,667 448 2413 2047 22427 457 20 20422 2054 1266
175,1068 61 270 268 335 1263 55 62 810 23
176,917 916 22 1327 2111 21 919 29 1263 80
177,97 675 391 18557 106 673 188 102 16887 828
178,3987 4890 4892 28 4891 5668 264 560 546 1557
179,916 22 21 613 1911 4073 1038 1299 102 1048
180,1263 426 450 453 102 581 127 16887 813 5735
181,23 21 29 25 272 271 62 28 645 436
182,62 932 772 1068 58 60 269 393 2395 272
183,124 353 23 25 27 29 56 348 521 818
184,53 2963 387 598 61 2064 1449 1752 353 60
185,124 56 25 436 771 270 58 393 208 24
186,448 446 453 6224 2172 3952 814 581 1222 21621
187,357 355 6 551 885 358 16887 888 356 2951
188,486 445 93 2534 471 512 504 2003 20 352
189,61 25 21 270 60 396 23 268 387 1068
190,239 1189 1535 2494 499 5735 2743 149 102 97
191,778 486 2148 1308 494 492 499 504 2479 827
192,18364 21 555 22478 453 61 23 826 16908 1263
194,75 2106 80 2586 2107 2119 21 64 629 20
195,17972 16030 684 15131 448 21 352 29 2037 673
196,80 68 566 2336 2112 15780 67 79 2333 2037
197,6506 1299 916 684 14258 126 17193 752 9672 23112
198,426 450 1266 813 446 811 810 1320 17237 52
199,23 450 270 20 771 53 62 269 448 436
201,917 121 916 672 179 22 2515 21 1617 106
202,446 1320 1265 812 2276 1195 1194 1547 1548 1197
203,8167 752 8168 5644 751 1632 5614 1068 1308 5611
204,10221 7864 8819 11044 22441 15454 21818 18001 9024 22631
205,581 450 453 448 814 1266 21 446 17178 22402
206,22 353 436 23 541 19705 20 1835 1023 993
207,613 20 353 3397 23 176 179 347 436 1608
208,21 20 20532 4392 29 124 2586 458 2232 21759
209,1216 1214 1212 4577 676 126 545 5070 5069 468
210,16682 7632 29 15131 13063 20 20422 1648 19112 448
211,3991 71 25 77 2106 26 21 436 22550 3993
212,22 23 396 271 393 56 25 60 270 596
213,271 272 56 8623 772 5616 394 269 58 53
214,77 71 629 854 2107 2106 64 21 2111 2586
215,113 95 672 22844 84 2256 1628 53 358 11390
216,23 499 21 576 60 107 579 25 500 149
217,1154 1502 1501 3246 1498 692 455 102 8335 711
218,23 1023 20 124 917 208 916 499 352 93
219,21980 426 25 1194 1832 15600 22894 14369 828 1849
220,3110 23 16024 9918 14278 11217 20851 16935 10100 12381
221,56 2494 54 58 16887 149 499 22 968 14710
222,337 207 55 21 20 23 393 2444 62 60
223,448 1263 1378 1376 4490 455 1504 18484 17237 1266
224,2111 629 64 949 20 2112 955 2114 5874 3360
225,450 2581 14524 581 812 421 1327 25 20422 3036
226,1376 1653 1372 1779 684 355 1758 697 4490 126
227,450 446 1263 28 426 665 453 458 551 672
228,56 450 53 269 813 968 598 60 407 393
229,1302 121 79 1372 22752 356 705 64 126 421
230,364 547 22 358 29 20 2361 2365 432 14400
231,6186 5884 6874 14916 8911 20372 1689 450 9234 22139
232,121 126 448 2148 2010 471 93 19647 495 504
233,450 1194 1266 426 62 1263 21 393 458 52
234,9278 124 620 627 267 22 2933 348 27 353
235,29 20 4073 1038 1048 771 450 2057 269 56
236,3343 21 17505 557 25 450 20 23 124 29
237,29 1835 124 2004 348 560 58 353 520 436
238,21 22 124 3037 521 353 964 2485 1328 2742
239,3539 21319 22414 17178 271 9323 10109 272 14460 6186
240,21 458 826 385 155 1266 56 446 25 153
241,8875 22 207 25 6494 124 16030 15131 348 436
242,855 576 1448 893 241 3469 19 20556 12540 446
243,75 67 2119 885 14050 71 68 713 4001 949
244,21 521 352 58 22 871 3063 28 1416 453
245,581 2998 52 20422 2276 1263 445 14715 17714 22
246,771 337 22 62 55 58 208 1198 4380 1193
247,555 21 626 53 537 468 2444 826 60 16887
248,492 93 3357 497 61 498 3358 567 566 56
249,541 385 154 826 555 2397 773 4682 142 153
250,11904 2105 2108 7371 81 4332 3355 521 14907 7969
251,751 617 1308 1327 1213 1501 22 179 99 20
252,25 22 348 27 23 124 347 1437 56 352
253,1263 453 446 5677 20422 458 1266 348 23 27
254,581 773 426 23 25 775 21 537 812 448
255,337 4013 23 1437 3291 24 2992 347 207 28
256,697 9672 3391 17136 705 5070 16626 7309 17193 5069
257,1263 453 60 937 2916 938 1266 446 1648 667
258,23 124 22 353 450 56 560 29 345 393
259,1264 2037 1266 121 1193 4574 446 17900 17506 22415
260,23 555 1108 826 909 773 387 453 25 61
261,2112 2494 68 9463 2077 2124 71 567 67 883
262,364 885 2119 11390 2112 80 71 43 5187 126
263,67 1616 672 676 629 2119 335 677 1629 1619
264,21 22 23 25 1835 20 1311 348 353 207
265,581 1311 450 446 1222 1620 19672 5697 813 22
266,53 121 21 672 9733 387 22469 61 1308 12652
267,23 387 393 53 828 25 270 60 61 124
268,21 1911 22 1299 23 20 25 1374 353 1077
269,1263 814 21 448 2998 14524 627 23 20422 1266
270,21 23 22 353 436 53 61 29 348 1068
271,56 61 396 55 1068 23 58 1449 536 1748
272,6494 22370 20422 22542 18484 22782 22414 8438 18919 1648
273,2254 2253 450 453 813 1004 1787 25 426 897
274,581 450 1263 126 1628 9733 1266 121 1558 426
275,121 453 446 124 581 457 426 56 29 498
276,763 22 126 676 1004 21 20 124 677 613
277,355 4342 521 915 126 358 1632 124 4177 56
278,1263 704 426 581 1873 356 667 358 1648 1870
279,771 21 124 20 1004 572 353 208 23 2313
280,6494 541 22402 22 2111 3539 1039 826 626 25
281,16682 16030 426 13988 1444 22542 450 2535 20422 8335
282,25 21 7309 61 60 270 272 1068 58 1979
283,1023 22 261 124 58 25 21 1911 208 29
284,1266 1666 450 22 199 1645 1665 21 241 453
285,450 445 22 23 1648 448 581 453 20 426
286,1263 450 23 446 21 537 95 56 25 1266
287,20 124 448 1263 53 13988 771 348 270 1648
288,19690 4380 14651 3709 3716 3529 23112 19620 22561 14738
289,99 1308 1832 1532 1194 105 109 100 827 5
290,23 60 25 396 21 20 557 598 1266 596
291,6494 426 448 2998 364 14805 450 121 52 14524
292,22 20 71 29 1501 2107 2586 348 1498 1213
293,29 20 22 271 25 58 62 771 353 56
294,731 14524 2263 11100 453 1263 1691 1308 1648 121
295,21 771 58 22472 20 271 270 613 208 179
296,121 455 1263 17237 448 731 2496 25 557 1308
297,3877 332 4065 3873 450 1835 22 3876 1023 3878
298,53 207 56 23 1449 348 393 396 335 1752
299,1374 672 126 1305 95 22 1979 29 1779 1311
300,453 2998 17178 22402 13988 20779 22542 14805 22435 9599
301,80 771 71 450 22 446 58 831 64 16235
302,1561 6597 17694 1562 21 13463 771 29 353 56
303,524 445 21 5884 1311 426 2023 1648 130 9844
304,393 29 54 426 396 55 272 124 446 772
305,22 20 393 352 895 53 450 1746 521 364
306,22193 7876 7092 3992 10791 358 10789 7349 356 1967
307,2148 499 93 19647 486 495 21 448 504 678
308,396 23 596 20 25 1748 22 124 348 1449
309,916 1048 22 4036 1630 4073 919 1506 1631 613
310,438 537 43 25 124 448 1038 468 917 667
311,7864 22441 22443 3453 16713 750 11044 2880 15978 831
312,21 29 25 436 126 771 1327 353 676 23
313,15454 22631 11044 12114 21818 15441 20947 16204 22612 17531
314,22 544 919 1048 269 1154 613 1038 21 179
315,7613 11148 21 1740 14651 413 1653 126 308 121
316,917 916 9209 667 450 5046 448 814 458 453
317,771 22 271 25 21 450 261 62 272 124
318,8470 566 23006 75 58 62 91 71 22345 629
319,10221 9791 14809 12114 7864 17764 8819 18001 6712 6702
320,6494 22403 7864 581 1265 1263 16713 6712 14809 9791
321,1263 453 814 813 426 56 448 18310 495 458
322,21 10109 25 56 432 124 22 20 909 14460
323,11621 450 4793 581 14618 448 3529 3709 22631 8471
324,56 21 271 394 348 337 771 272 53 683
325,450 342 117 677 672 4753 667 98 14524 126
326,29 2552 124 450 1835 20 18484 446 22754 915
327,6494 21319 13988 14805 667 16380 10983 22542 1263 11761
328,12460 12028 19729 56 124 23977 29 10829 12859 14640
329,335 1746 1752 56 704 60 2281 5938 53 986
330,124 775 773 468 541 25 28 130 23 673
331,1691 452 486 495 124 22542 1648 453 668 29
332,446 1071 25 1263 964 126 1648 22 436 814
333,22864 22 2010 750 109 8446 129 93 2894 128
334,1645 1654 1665 2046 450 56 9938 1311 2055 20
335,21 448 453 810 446 2998 813 458 20422 1266
336,18484 21 613 771 432 22 13063 1648 457 1308
337,544 20 1327 56 676 22 178 557 29 23
338,7632 448 1630 3987 2347 1631 2998 22782 2350 13988
339,21 20 9623 124 53 29 521 61 23 14700
340,16713 22403 20422 10221 6702 126 13013 121 1648 455
341,20 23 56 436 771 270 888 613 396 841
342,22782 18484 450 20422 11761 16380 14524 19112 22542 13063
343,22472 102 16887 149 22782 126 12509 496 106 673
344,21 450 337 124 20 541 23 60 917 58
345,448 421 126 1266 1308 814 1154 5697 676 35
346,4297 895 4682 207 56 3292 124 1448 29 1894
347,109 750 100 3711 79 5735 516 2494 14710 80
348,21 20 270 269 29 771 352 372 53 18437
349,29 6702 9791 102 16713 130 17764 105 673 9209
350,22 20 763 676 680 521 25 124 446 555
351,21 551 20 537 124 6320 352 5952 938 347
352,453 448 1266 581 813 53 1648 270 394 62
353,771 29 421 672 1327 20 121 773 124 23
354,20 353 58 56 450 581 207 393 771 446
355,1263 14524 20422 347 2998 448 11855 20 22600 21
356,3882 22 450 3276 1962 810 247 426 1194 25
357,121 889 890 645 494 1643 60 113 95 495
358,15324 11865 810 386 310 288 55 1897 17048 13575
359,58 62 21 348 29 208 56 23 395 270
360,8319 14985 932 22560 448 4559 3709 2824 1328 895
361,768 767 21 1216 2112 1022 1212 4577 21643 68
362,23 22 353 347 20 436 348 56 15141 29
363,448 450 14651 446 581 349 426 1648 453 812
364,58 62 269 1314 109 521 126 208 1616 395
365,6469 2059 393 364 1216 4511 2488 5068 25 1212
366,541 271 826 154 7864 25 22441 56 22443 18939
367,126 16887 2472 121 626 678 773 1534 450 105
368,21 58 271 337 56 60 396 55 54 23
369,2103 5668 678 673 5672 93 18001 2891 2880 448
370,20 5735 23 124 149 673 2494 1263 453 2496
371,20 2057 1327 799 22 56 521 1607 25 23
372,2106 364 1590 3453 69 774 11320 80 2105 4330
373,678 93 2148 1311 750 448 1308 495 126 492
374,23 396 55 598 124 353 432 916 387 436
375,2759 5938 1870 1865 21 672 352 2148 1869 93
376,828 2494 2488 4480 1306 1849 6702 2124 20768 3711
377,35 126 1263 13063 2966 16263 25 453 23 667
378,432 21 345 572 29 25 20 450 124 771
379,270 53 22 335 352 21 544 1752 269 271
380,683 688 2714 1856 693 5508 2496 12999 1537 5770
381,1263 813 811 446 581 426 25 448 99 1266
382,21 22 58 917 916 771 964 773 124 919
383,581 1266 448 453 814 813 812 421 22472 667
384,335 1752 1449 268 61 56 2064 387 457 5829
385,22 1263 56 352 450 1648 113 672 270 1540
386,21 3539 58 21319 25 773 56 124 3197 20
387,23 21 771 3988 22 25 1994 750 1532 348
388,21 450 23 22 61 60 269 387 393 58
389,25 448 450 1266 20 13988 672 426 613 581
390,951 358 356 2112 2111 629 5928 4617 68 21397
391,22 21 521 4353 20 1795 23 372 1228 1529
392,20 124 25 270 27 29 58 632 62 271
393,60 348 951 124 14524 9465 214 5144 29 932
394,2119 448 629 14258 450 922 64 2112 1301 13063
395,1263 426 813 458 446 811 1198 810 2035 448
396,124 56 58 581 271 22 453 27 35 426
397,448 1263 56 58 731 581 667 102 455 271
398,58 4073 771 22 20 672 62 314 1154 272
399,421 22 348 23 121 468 1038 1573 353 1705
400,22 450 916 613 557 21 426 121 446 3745
401,29 450 21 22 121 20420 4464 917 916 1314
402,10221 14809 18939 8819 11044 22403 12114 18001 21818 6712
403,1691 676 1616 1648 13063 672 677 731 448 29
404,5 21 56 750 207 100 61 62 1306 393
405,731 4920 581 29 1327 53 14369 1222 450 1849
406,432 271 272 62 60 22 21 25 124 932
407,73 356 358 102 10221 2106 15454 9791 8819 16713
408,21 6665 1672 1216 18209 2438 1212 14353 5136 6664
409,23 4036 21 271 4072 25 124 1911 272 29
410,21 557 1327 448 121 20 1648 684 667 22
411,80 2111 67 71 2112 64 2109 75 2119 2107
412,56 450 1648 1263 803 55 394 393 772 121
413,1214 5938 1212 22 5069 4577 5070 1870 23 20
415,1911 179 1607 56 23 1077 436 25 1048 177
416,126 355 2278 358 684 10109 629 22370 95 21
417,394 29 55 450 58 393 22 521 1263 396
418,23 21 124 56 53 60 396 207 596 29
419,15711 22441 29 10221 22585 3184 1557 27 348 22612
420,56 393 21 394 207 20 61 348 22 124
421,3539 13063 18484 5771 22542 19153 17178 9599 2147 14805
422,771 2436 2410 917 4852 450 353 453 672 95
423,355 19705 2278 56 60 21 61 1068 23 126
424,56 23 396 393 60 672 29 53 909 426
425,426 18854 446 1263 448 2039 812 581 13063 450
426,71 84 2106 629 73 2104 2105 2108 67 1376
427,61 1649 268 2064 598 19112 1449 1752 56 387
428,356 126 358 35 676 21 113 56 22 1617
429,21 23 22 353 61 25 436 445 270 348
430,2112 2119 2106 71 955 64 2587 2110 2111 2108
431,23 25 124 468 27 1108 22 28 53 436
432,771 21 58 8819 22 22443 23 12114 22631 17075
433,80 21685 2106 2111 2856 64 10501 9947 2019 11341
434,20 557 29 11887 14715 353 23 436 56 25
435,356 19705 357 364 1802 355 220 5648 5649 885
436,925 53 909 56 1108 1066 705 936 23 938
437,271 22 261 62 29 14907 54 269 60 11904
438,394 1068 2106 53 54 55 337 61 29 270
439,71 2584 2713 2111 629 53 56 2112 271 9733
440,5424 810 581 446 8009 426 5136 1151 812 450
441,1911 1038 22 613 4073 1914 921 4036 581 14793
442,773 775 1806 551 555 347 826 23 124 993
443,79 1561 80 17694 71 22 6597 53 458 5071
444,62 208 450 572 272 448 29 23 1263 56
445,121 450 672 1311 22415 521 1154 95 827 1617
446,763 771 450 25 1004 22 20 56 29 919
447,814 812 2035 1317 4396 56 21 3719 1198 541
448,541 21 1039 826 626 20 5 153 155 29
449,2488 680 270 521 21 7813 22 6187 3412 1263
450,121 95 17506 2112 689 71 567 15284 448 68
451,424 3638 126 445 11855 2534 29 450 105 827
452,581 446 453 1266 22 421 1327 1023 20 58
453,1263 1649 14524 20422 11855 2998 19112 1264 812 448
454,55 394 772 60 56 1300 62 393 1068 1771
455,21 352 22 56 269 271 1746 1898 7183 53
456,60 56 393 1263 457 2263 1266 458 55 2998
457,1311 121 20 828 352 126 1308 21 676 77
458,16682 17972 15131 25 53 56 23 541 909 207
459,100 1532 828 109 3711 169 56 750 5771 393
460,124 436 353 25 29 450 56 348 1835 208
461,121 672 915 95 149 22 20 1154 23 21
462,23 29 53 421 269 353 25 124 60 450
463,7864 22403 22443 8819 18001 22631 12114 22 15711 6712
464,22 676 21 20 126 1617 1626 99 1628 1620
465,629 67 4334 75 21 2444 1327 2106 4329 73
466,557 121 683 21 672 841 25 11330 56 24
467,52 581 1628 450 1266 22 1263 25 56 672
468,763 448 771 29 23 20 56 393 486 15978
469,1108 23 909 9470 9938 543 21051 53 495 61
470,1154 1266 1263 813 115 1616 810 1147 95 21
471,124 2965 2963 22 353 645 1855 318 208 458
472,4104 7309 684 1301 21 689 888 2731 537 23
473,544 2586 629 21 2107 5938 20 73 71 1562
474,684 239 22585 22612 1194 13659 16887 673 100 759
475,9844 16516 22843 4997 2086 774 9864 8650 10301 1628
476,4554 448 364 1263 450 13988 672 20422 19112 2998
477,421 23 1263 352 56 25 521 387 61 271
478,581 810 1193 1196 1320 1265 812 29 448 803
479,6874 14916 22713 2148 20420 6186 1691 53 23279 241
480,1499 771 22 21 20 8560 9672 17136 207 23
481,21 22 1222 20722 521 11775 16557 22501 450 16661
482,21 121 672 458 352 56 453 18854 450 23
483,446 814 448 458 1198 1320 812 14369 1194 1649
484,6469 336 6506 1449 3314 16626 17193 2535 1308 2592
485,22370 14460 7569 8438 28 348 264 450 22414 21643
486,22 52 450 24 21 8267 827 711 536 126
487,1630 126 684 1632 1071 71 364 854 359 683
488,2105 752 751 121 686 73 1498 750 672 3994
489,2139 919 8568 22 1136 916 566 1038 1914 450
490,58 23 22 56 629 1909 2119 385 62 64
491,18484 1632 1144 541 1631 22469 1630 2998 29 12652
492,541 25 23 124 519 20 555 521 775 352
493,521 352 2444 2576 12726 895 7613 22 9477 986
494,2106 80 20104 358 3988 686 1071 1213 1498 629
495,11904 20989 17932 2105 16801 23 7371 2108 396 58
496,17531 6702 16713 22760 9791 6712 23 130 15711 13704
497,1216 557 20 3391 1214 817 4577 21 555 56
498,1080 21 20 23 25 524 124 56 1004 576
499,29 771 676 56 22 178 174 126 176 358
500,1501 686 27 2346 23 25 71 1308 124 773
501,4146 10791 3121 56 10789 731 342 124 126 1444
502,537 385 773 23 25 1263 1108 53 453 365
503,21 9733 174 1220 613 29 672 2581 22 107
504,2104 71 73 2107 56 4334 58 68 22715 629
505,1263 810 814 1264 53 813 1136 6702 426 23
506,448 93 486 678 504 107 492 446 828 2148
507,22782 21 11761 23 14524 13063 20 25 53 348
508,446 1263 581 58 1327 1038 813 448 811 917
509,60 387 1068 270 1449 25 348 21 268 2592
510,21 2276 393 2139 23 60 56 62 58 25
511,393 3816 396 55 5529 56 596 23 394 337
512,3745 38 6320 551 37 844 36 43 4285 22
513,3991 77 3989 4330 20104 3993 731 3992 1194 3994
514,71 925 2112 68 2106 67 64 2588 75 308
515,626 555 1039 773 775 154 385 1108 21 537
517,683 2347 71 465 126 693 2559 23 1514 358
518,20 21 551 1154 1856 2803 909 124 915 436
519,826 775 23 21 155 124 56 352 60 1039
520,53 2064 598 1752 268 61 1449 22 450 3090
521,16887 909 496 6 576 512 23 575 56 457
522,95 113 676 4574 22415 115 672 117 1618 22
523,457 448 21 667 836 56 22 25 12051 2824
524,1068 352 396 521 772 21 22 394 751 269
525,432 752 56 124 25 450 751 58 1449 53
526,21 557 95 672 126 1616 22 524 4574 58
527,21 20 21643 124 450 6887 29 352 107 813
528,771 270 20 352 53 23 58 2148 348 615
529,121 23 20 124 53 28 270 29 27 22415
530,2588 932 100 750 394 812 2256 4480 167 14959
531,22370 3360 21 18056 2444 14460 2916 7569 53 8438
532,56 270 61 25 387 1068 23 21 551 598
533,1311 18484 35 426 581 450 2106 71 84 827
534,2111 79 2119 465 56 21 67 629 3990 75
535,22 53 426 1263 446 25 1266 20 810 458
536,3539 21319 6494 20422 18557 448 449 13063 22402 16458
537,93 2148 678 149 492 448 2494 496 21343 1106
538,29 71 771 20 124 453 56 1263 75 455
539,21 521 20 269 3155 56 2426 536 53 916
540,22 771 20 1212 25 1327 1514 261 124 917
541,3992 773 385 4998 5649 23 775 9278 20 22
542,1023 22 521 20 58 396 21 25 23 56
543,56 60 25 53 396 23 61 21 385 932
544,22 455 23 448 29 56 432 18919 353 126
545,271 11665 25 5 2419 450 272 828 1849 29
546,1154 426 21 1220 1648 56 22 1691 29 1835
547,11660 22 25 100 16516 21 1437 1306 2496 2488
548,676 126 23063 95 1265 3505 24 1547 25 17793
549,207 2488 21 20 1306 149 109 352 524 5733
550,1327 20 22 21 124 1326 353 29 520 771
551,629 828 2119 2106 2488 1311 803 1306 468 130
